AGCHM_ENG_NM,LIVESTCK_PISN_RATG_ENG,ECOLGY_PISN_RATG_ENG,livestock_level,ecology_level,SMILES,REFINE_WGS84_LAT,REFINE_WGS84_LOGT,is_valid,PURPOS_NM,DEASEINS_DTLS,CROPS_DTLS
propiconazole+thiophanate-methyl,Avg Toxicity (III),Rank III,0.1,0.0625,CCCC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl.COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,37.303252115,126.7681510928,True,살균제,목도열병,벼
dinotefuran+spinosad,Low Toxicity (IV),Rank III,0.01,0.0625,CNC(=N[N+](=O)[O-])NCC1CCOC1.[SMILES_NOT_FOUND: spinosad],37.3834691837,127.1226706167,False,살충제,꽃노랑총채벌레,국화
chlorfenapyr+cyenopyrafen,Avg Toxicity (III),Rank I,0.1,1.0,CCOCN1C(=C(C(=C1C(F)(F)F)Br)C#N)C2=CC=C(C=C2)Cl.CC1=C(N(N=C1C)C)C(=C(C#N)C2=CC=C(C=C2)C(C)(C)C)OC(=O)C(C)(C)C,37.3834691837,127.1226706167,True,살충제,점박이응애,배
diazinon+thiamethoxam,Low Toxicity (IV),Rank III,0.01,0.0625,CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C.CN1COCN(C1=N[N+](=O)[O-])CC2=CN=C(S2)Cl,37.303252115,126.7681510928,True,살충제,목화진딧물,참외
cyhalothrin (lambda-)+lufenuron,Avg Toxicity (III),Rank I,0.1,1.0,[SMILES_NOT_FOUND: cyhalothrin (lambda-)].C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2Cl)OC(C(C(F)(F)F)F)(F)F)Cl)F,37.303252115,126.7681510928,False,살충제,목화바둑명나방,오이
tricyclazole+thiacloprid,Low Toxicity (IV),Rank III,0.01,0.0625,CC1=C2C(=CC=C1)SC3=NN=CN23.C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl,37.3834691837,127.1226706167,True,살균.살충제,잎도열병,벼(육묘상)
bifenthrin+imidacloprid,Avg Toxicity (III),Rank I,0.1,1.0,CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl.C1CN(C(=N[N+](=O)[O-])N1)CC2=CN=C(C=C2)Cl,37.3834691837,127.1226706167,True,살충제,목화진딧물,고추(단고추류포함)
pendimethalin+thiobencarb,Low Toxicity (IV),Rank III,0.01,0.0625,CCC(CC)NC1=C(C=C(C(=C1[N+](=O)[O-])C)C)[N+](=O)[O-].CCN(CC)C(=O)SCC1=CC=C(C=C1)Cl,37.303252115,126.7681510928,True,제초제,일년생잡초,고추밭
tebuconazole,Low Toxicity (IV),Rank III,0.01,0.0625,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,37.4339530685,127.1701632418,True,살균제,설부소립균핵병,잔디
Ethaboxam,Low Toxicity (IV),Rank III,0.01,0.0625,CCC1=C(SC(=N1)NCC)C(=O)NC(C#N)C2=CC=CS2,37.3834691837,127.1226706167,True,살균제,뿌리혹병,배추
Gibberellic acid+Gibberellin A4+7,Low Toxicity (IV),Rank III,0.01,0.0625,CC12C(C=CC3(C1C(C45C3CCC(C4)(C(=C)C5)O)C(=O)O)OC2=O)O.CC12C(CCC3(C1C(C45C3CCC(C4)C(=C)C5)C(=O)O)OC2=O)O.[SMILES_NOT_FOUND: 7],37.4339530685,127.1701632418,False,생장조정제,과실비대 및 숙기촉진,배(신고)
Carbendazim+Tebuconazole,Low Toxicity (IV),Rank III,0.01,0.0625,COC(=O)NC1=NC2=CC=CC=C2N1.CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,37.2821907593,127.1147162837,True,살균제,검은별무늬병,배
bensulfuron-methyl+benzobicyclon+mefenacet,Low Toxicity (IV),Rank III,0.01,0.0625,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)CC2=CC=CC=C2C(=O)OC)OC.CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2=C(C3CCC(C3)C2=O)SC4=CC=CC=C4)Cl.CN(C1=CC=CC=C1)C(=O)COC2=NC3=CC=CC=C3S2,37.3834691837,127.1226706167,True,제초제,"일년생잡초(피,물달개비,여뀌바늘,밭뚝외풀,자귀풀,사마귀풀) 및 다년생잡초(올방개,벗풀,올챙이고랭이,너도방동사니,가래)(무인항공기)",기계이앙벼(어린모)
Thiophanate-methyl,Avg Toxicity (III),Rank III,0.1,0.0625,COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,37.271514104,126.9793536558,True,살균제,이삭마름병,벼
bifenthrin,Low Toxicity (IV),Rank I,0.01,1.0,CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl,37.3834773323,127.1227388669,True,살충제,고자리파리,마늘
tebuconazole+thiophanate-methyl,Low Toxicity (IV),Rank III,0.01,0.0625,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O.COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,37.3834691837,127.1226706167,True,살균제,탄저병,사과
fentrazamide+oxadiargyl,Low Toxicity (IV),Rank II,0.01,0.25,CCN(C1CCCCC1)C(=O)N2C(=O)N(N=N2)C3=CC=CC=C3Cl.CC(C)(C)C1=NN(C(=O)O1)C2=CC(=C(C=C2Cl)Cl)OCC#C,37.3834691837,127.1226706167,True,제초제,"일년생잡초(피,물달개비,가막사리,사마귀풀,여뀌나물,발뚝외풀,자귀풀,알방동사니)",기계이앙벼(어린모)
bromobutide+imazosulfuron+thiobencarb,Low Toxicity (IV),Rank III,0.01,0.0625,CC(C)(C)C(C(=O)NC(C)(C)C1=CC=CC=C1)Br.COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(N=C3N2C=CC=C3)Cl)OC.CCN(CC)C(=O)SCC1=CC=C(C=C1)Cl,,,True,제초제,세균성구멍병,살구
carfentrazone-ethyl+pyrazosulfuron-ethyl+thiobencarb,Low Toxicity (IV),Rank II,0.01,0.25,CCOC(=O)C(CC1=CC(=C(C=C1Cl)F)N2C(=O)N(C(=N2)C)C(F)F)Cl.CCOC(=O)C1=C(N(N=C1)C)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC.CCN(CC)C(=O)SCC1=CC=C(C=C1)Cl,,,True,제초제,"일년생잡초(피,물달개비,밭뚝외풀,여뀌바늘,자귀풀,가막사리,사마귀풀,마디꽃) 및 다년생잡초(벗풀,올챙이고랭이,올방개,너도방동사니)",담수직파벼(표면산파)
bifenazate+pyridaben,Avg Toxicity (III),Rank I,0.1,1.0,CC(C)OC(=O)NNC1=C(C=CC(=C1)C2=CC=CC=C2)OC.CC(C)(C)C1=CC=C(C=C1)CSC2=C(C(=O)N(N=C2)C(C)(C)C)Cl,,,True,살충제,귤응애,감귤
chlorantraniliprole,Low Toxicity (IV),Rank III,0.01,0.0625,CC1=CC(=CC(=C1NC(=O)C2=CC(=NN2C3=C(C=CC=N3)Cl)Br)C(=O)NC)Cl,37.3834691837,127.1226706167,True,살충제,네눈쑥가지나방,감귤
flufenoxuron+metaflumizone,Low Toxicity (IV),Rank II,0.01,0.25,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=C(C=C(C=C2)OC3=C(C=C(C=C3)C(F)(F)F)Cl)F)F.C1=CC(=CC(=C1)C(F)(F)F)C(=NNC(=O)NC2=CC=C(C=C2)OC(F)(F)F)CC3=CC=C(C=C3)C#N,37.3834691837,127.1226706167,True,살충제,네눈쑥가지나방,감귤
orysastrobin+chlorantraniliprole,Low Toxicity (IV),Rank II,0.01,0.25,CC(=NOC)C(=NOC)C(=NOCC1=CC=CC=C1C(=NOC)C(=O)NC)C.CC1=CC(=CC(=C1NC(=O)C2=CC(=NN2C3=C(C=CC=N3)Cl)Br)C(=O)NC)Cl,37.3834691837,127.1226706167,True,살균.살충제,깔다구류,벼
bromobutide+pyrazosulfuron-ethyl+pyriminobac-methyl,Low Toxicity (IV),Rank III,0.01,0.0625,CC(C)(C)C(C(=O)NC(C)(C)C1=CC=CC=C1)Br.CCOC(=O)C1=C(N(N=C1)C)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC.CC(=NOC)C1=C(C(=CC=C1)OC2=NC(=CC(=N2)OC)OC)C(=O)OC,37.303252115,126.7681510928,True,제초제,"일년생(피,물달개비,알방동사니)및 다년생 잡초(벗풀,올챙이고랭이,올방개)",담수직파벼(표면산파)
chromafenozide+clothianidin,Low Toxicity (IV),Rank II,0.01,0.25,CC1=CC(=CC(=C1)C(=O)N(C(C)(C)C)NC(=O)C2=C(C3=C(C=C2)OCCC3)C)C.CNC(=N[N+](=O)[O-])NCC1=CN=C(S1)Cl,37.303252115,126.7681510928,True,살충제,이화명나방(2화기),벼
validamycin-a,Low Toxicity (IV),Rank III,0.01,0.0625,C1C(C(C(C(C1NC2C=C(C(C(C2O)O)O)CO)O)O)OC3C(C(C(C(O3)CO)O)O)O)CO,37.3834691837,127.1226706167,True,살균제,밑둥썩음병,양상추
tricyclazole+clothianidin,Low Toxicity (IV),Rank III,0.01,0.0625,CC1=C2C(=CC=C1)SC3=NN=CN23.CNC(=N[N+](=O)[O-])NCC1=CN=C(S1)Cl,37.303252115,126.7681510928,True,살균.살충제,벼물바구미,벼
amisulbrom+cymoxanil,Low Toxicity (IV),Rank III,0.01,0.0625,CC1=C(C2=C(N1S(=O)(=O)C3=NN(C=N3)S(=O)(=O)N(C)C)C=C(C=C2)F)Br.CCNC(=O)NC(=O)C(=NOC)C#N,37.3834691837,127.1226706167,True,살균제,역병,감자
clomazone+pretilachlor,Low Toxicity (IV),Rank III,0.01,0.0625,CC1(CON(C1=O)CC2=CC=CC=C2Cl)C.CCCOCCN(C1=C(C=CC=C1CC)CC)C(=O)CCl,37.3834691837,127.1226706167,True,제초제,일년생 및 다년생잡초,기계이앙벼(어린모)
chromafenozide,Low Toxicity (IV),Rank III,0.01,0.0625,CC1=CC(=CC(=C1)C(=O)N(C(C)(C)C)NC(=O)C2=C(C3=C(C=C2)OCCC3)C)C,37.3834691837,127.1226706167,True,살충제,복숭아순나방,사과
clomazone+pentoxazone,Low Toxicity (IV),Rank II,0.01,0.25,CC1(CON(C1=O)CC2=CC=CC=C2Cl)C.CC(=C1C(=O)N(C(=O)O1)C2=CC(=C(C=C2F)Cl)OC3CCCC3)C,37.3834691837,127.1226706167,True,제초제,"일년생잡초(피,물달개비,가막사리,사마귀풀, 알방동사니,자귀풀,여뀌바늘,여뀌,밭뚝외풀)",기계이앙벼(어린모)
thiobencarb,Low Toxicity (IV),Rank II,0.01,0.25,CCN(CC)C(=O)SCC1=CC=C(C=C1)Cl,37.303252115,126.7681510928,True,제초제,일년생잡초,보리밭
kresoxim-methyl,Low Toxicity (IV),Rank II,0.01,0.25,CC1=CC=CC=C1OCC2=CC=CC=C2C(=NOC)C(=O)OC,,,True,살균제,겹무늬썩음병,사과
fluquinconazole,Low Toxicity (IV),Rank III,0.01,0.0625,C1=CC2=C(C=C1F)C(=O)N(C(=N2)N3C=NC=N3)C4=C(C=C(C=C4)Cl)Cl,,,True,살균제,녹병,더덕
dichlorvos+etofenprox,Avg Toxicity (III),Rank II,0.1,0.25,COP(=O)(OC)OC=C(Cl)Cl.CCOC1=CC=C(C=C1)C(C)(C)COCC2=CC(=CC=C2)OC3=CC=CC=C3,37.3834773323,127.1227388669,True,살충제,파밤나방,파
etridiazole+polyoxin d,Low Toxicity (IV),Rank III,0.01,0.0625,CCOC1=NC(=NS1)C(Cl)(Cl)Cl.[SMILES_NOT_FOUND: polyoxin d],37.3834773323,127.1227388669,False,살균제,덩굴마름병,단호박
cadusafos+carbosulfan,Low Toxicity (IV),Rank II,0.01,0.25,CCC(C)SP(=O)(OCC)SC(C)CC.CCCCN(CCCC)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C,37.3834773323,127.1227388669,True,살충제,뿌리혹선충,고추
pyrazosulfuron-ethyl+pyriminobac-methyl,Low Toxicity (IV),Rank III,0.01,0.0625,CCOC(=O)C1=C(N(N=C1)C)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC.CC(=NOC)C1=C(C(=CC=C1)OC2=NC(=CC(=N2)OC)OC)C(=O)OC,,,True,제초제,"일년생잡초(피,물달개비,밭뚝외풀,여뀌바늘,알방동사니,가막사리) 및 다년생잡초(올챙이고랭이,올방개,벗풀,물고랭이)",기계이앙벼(어린모)
fenoxaprop-p-ethyl,Low Toxicity (IV),Rank II,0.01,0.25,CCOC(=O)C(C)OC1=CC=C(C=C1)OC2=NC3=C(O2)C=C(C=C3)Cl,,,True,제초제,잿빛곰팡이병,가지
diazinon+phorate,Avg Toxicity (III),Rank II,0.1,0.25,CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C.CCOP(=S)(OCC)SCSCC,,,True,살충제,고자리파리,마늘
benzobicyclon+cafenstrole+pyrazosulfuron-ethyl,Low Toxicity (IV),Rank III,0.01,0.0625,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2=C(C3CCC(C3)C2=O)SC4=CC=CC=C4)Cl.CCN(CC)C(=O)N1C=NC(=N1)S(=O)(=O)C2=C(C=C(C=C2C)C)C.CCOC(=O)C1=C(N(N=C1)C)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,37.3834773323,127.1227388669,True,제초제,"일년생잡초(피,물달개비,사마귀풀,알방동사니,자귀풀) 및 다년생잡초(올방개,벗풀,올챙이고랭이)",기계이앙벼(어린모)
carfentrazone-ethyl+cyclosulfamuron+pyriminobac-methyl,Low Toxicity (IV),Rank III,0.01,0.0625,CCOC(=O)C(CC1=CC(=C(C=C1Cl)F)N2C(=O)N(C(=N2)C)C(F)F)Cl.COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)NC2=CC=CC=C2C(=O)C3CC3)OC.CC(=NOC)C1=C(C(=CC=C1)OC2=NC(=CC(=N2)OC)OC)C(=O)OC,37.3834773323,127.1227388669,True,제초제,"일년생잡초(피,물달개비,밭뚝외풀,사마귀풀,알방동사니,자귀풀) 및 다년생잡초(올방개,벗풀,올챙이고랭이)",기계이앙벼(어린모)
benzobicyclon+imazosulfuron+mefenacet,Low Toxicity (IV),Rank III,0.01,0.0625,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2=C(C3CCC(C3)C2=O)SC4=CC=CC=C4)Cl.COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(N=C3N2C=CC=C3)Cl)OC.CN(C1=CC=CC=C1)C(=O)COC2=NC3=CC=CC=C3S2,,,True,제초제,"일년생잡초(피,물달개비,사마귀풀,밭뚝외풀,여뀌바늘,자귀풀,가막사리) 및 다년생잡초(벗풀,올방개, 올챙이고랭이) (무인항공기)",기계이앙벼(어린모)
diflubenzuron+etofenprox,Low Toxicity (IV),Rank III,0.01,0.0625,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC=C(C=C2)Cl)F.CCOC1=CC=C(C=C1)C(C)(C)COCC2=CC(=CC=C2)OC3=CC=CC=C3,37.3834773323,127.1227388669,True,살충제,썩덩나무노린재,복숭아
6-Benzyl aminopurine,Low Toxicity (IV),Rank III,0.01,0.0625,[SMILES_NOT_FOUND: 6-Benzyl aminopurine],37.4261126898,127.3103578198,False,생장조정제,생장촉진,콩나물
dimethametryn+pyrazosulfuron-ethyl+thiobencarb,Low Toxicity (IV),Rank II,0.01,0.25,CCNC1=NC(=NC(=N1)SC)NC(C)C(C)C.CCOC(=O)C1=C(N(N=C1)C)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC.CCN(CC)C(=O)SCC1=CC=C(C=C1)Cl,37.303252115,126.7681510928,True,제초제,"일년생잡초(피,물달개비,사마귀풀,밭뚝외풀,여뀌바늘,자귀풀,가막사리) 및 다년생잡초(벗풀,올방개,올챙이고랭이)",기계이앙벼(어린모)
dimethametryn+pyrazosulfuron-ethyl+pyriminobac-methyl,Low Toxicity (IV),Rank III,0.01,0.0625,CCNC1=NC(=NC(=N1)SC)NC(C)C(C)C.CCOC(=O)C1=C(N(N=C1)C)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC.CC(=NOC)C1=C(C(=CC=C1)OC2=NC(=CC(=N2)OC)OC)C(=O)OC,37.303252115,126.7681510928,True,제초제,"일년생잡초 (피,물달개비,사마귀풀,밭뚝외풀,여뀌바늘,가막사리,마디꽃)및 다년생잡초(벗풀,올방개,올챙이고랭이)",담수직파벼(표면산파)
cyclosulfamuron+penoxsulam,Low Toxicity (IV),Rank III,0.01,0.0625,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)NC2=CC=CC=C2C(=O)C3CC3)OC.COC1=CN=C(N2C1=NC(=N2)NS(=O)(=O)C3=C(C=CC=C3OCC(F)F)C(F)(F)F)OC,37.303252115,126.7681510928,True,제초제,"일년생잡초(피,물달개비,사마귀풀,여뀌바늘,자귀풀) 및 다년생잡초(벗풀,올방개,올챙이고랭이)",기계이앙벼(어린모)
difenoconazole+thiophanate-methyl,Low Toxicity (IV),Rank III,0.01,0.0625,CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl.COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,37.303252115,126.7681510928,True,살균제,검은별무늬병,배
flufenoxuron+indoxacarb,Low Toxicity (IV),Rank III,0.01,0.0625,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=C(C=C(C=C2)OC3=C(C=C(C=C3)C(F)(F)F)Cl)F)F.COC(=O)C12CC3=C(C1=NN(CO2)C(=O)N(C4=CC=C(C=C4)OC(F)(F)F)C(=O)OC)C=CC(=C3)Cl,37.303252115,126.7681510928,True,살충제,파밤나방,배추
Bacillus subtilis KB 401,Low Toxicity (IV),Rank III,0.01,0.0625,[SMILES_NOT_FOUND: Bacillus subtilis KB 401],37.1505978354,127.0083478328,False,살균제,흰가루병,오이
etofenprox+terbufos,Avg Toxicity (III),Rank I,0.1,1.0,CCOC1=CC=C(C=C1)C(C)(C)COCC2=CC(=CC=C2)OC3=CC=CC=C3.CCOP(=S)(OCC)SCSC(C)(C)C,37.303252115,126.7681510928,True,살충제,벼룩잎벌레,배추
orysastrobin+clothianidin,Low Toxicity (IV),Rank III,0.01,0.0625,CC(=NOC)C(=NOC)C(=NOCC1=CC=CC=C1C(=NOC)C(=O)NC)C.CNC(=N[N+](=O)[O-])NCC1=CN=C(S1)Cl,37.303252115,126.7681510928,True,살균.살충제,잎집무늬마름병,벼
linuron+thiobencarb,Avg Toxicity (III),Rank III,0.1,0.0625,CN(C(=O)NC1=CC(=C(C=C1)Cl)Cl)OC.CCN(CC)C(=O)SCC1=CC=C(C=C1)Cl,,,True,제초제,노린재류,콩
Alpha-cypermethrin+flufenoxuron,Avg Toxicity (III),Rank I,0.1,1.0,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C.C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=C(C=C(C=C2)OC3=C(C=C(C=C3)C(F)(F)F)Cl)F)F,,,True,살충제,파밤나방,배추
pymetrozine,Low Toxicity (IV),Rank III,0.01,0.0625,CC1=NNC(=O)N(C1)N=CC2=CN=CC=C2,37.3834773323,127.1227388669,True,살충제,목화진딧물,수박
orysastrobin+carbosulfan,Low Toxicity (IV),Rank III,0.01,0.0625,CC(=NOC)C(=NOC)C(=NOCC1=CC=CC=C1C(=NOC)C(=O)NC)C.CCCCN(CCCC)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C,37.3834691837,127.1226706167,True,살균.살충제,벼물바구미,벼
dinotefuran,Low Toxicity (IV),Rank III,0.01,0.0625,CNC(=N[N+](=O)[O-])NCC1CCOC1,37.3834691837,127.1226706167,True,살충제,꽃노랑총채벌레,고추(단고추류포함)
flusulfamide,Low Toxicity (IV),Rank I,0.01,1.0,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NS(=O)(=O)C2=CC(=C(C=C2)Cl)C(F)(F)F,37.3834691837,127.1226706167,True,살균제,뿌리혹병,배추
IAA+6-Benzyl aminopurine,Low Toxicity (IV),Rank III,0.01,0.0625,C1=CC=C2C(=C1)C(=CN2)CC(=O)O.[SMILES_NOT_FOUND: 6-Benzyl aminopurine],37.4261126898,127.3103578198,False,생장조정제,생장촉진,콩나물
Iprodione,Low Toxicity (IV),Rank III,0.01,0.0625,CC(C)NC(=O)N1CC(=O)N(C1=O)C2=CC(=CC(=C2)Cl)Cl,37.303252115,126.7681510928,True,살균제,잿빛곰팡이병,고추(단고추류포함)
imazaquin,Low Toxicity (IV),Rank III,0.01,0.0625,CC(C)C1(C(=O)NC(=N1)C2=NC3=CC=CC=C3C=C2C(=O)O)C,37.3834691837,127.1226706167,True,제초제,일년생잡초 및 다년생잡초,한국잔디
chlorfenapyr+clothianidin,Low Toxicity (IV),Rank I,0.01,1.0,CCOCN1C(=C(C(=C1C(F)(F)F)Br)C#N)C2=CC=C(C=C2)Cl.CNC(=N[N+](=O)[O-])NCC1=CN=C(S1)Cl,37.303252115,126.7681510928,True,살충제,배추좀나방,배추
benthiavalicarb-isopropyl+copper oxychloride,Low Toxicity (IV),Rank III,0.01,0.0625,CC(C)C(C(=O)NC(C)C1=NC2=C(S1)C=C(C=C2)F)NC(=O)OC(C)C.[SMILES_NOT_FOUND: copper oxychloride],37.303252115,126.7681510928,False,살균제,노균병,배추
bifenthrin+methoxyfenozide,Low Toxicity (IV),Rank I,0.01,1.0,CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl.CC1=CC(=CC(=C1)C(=O)N(C(C)(C)C)NC(=O)C2=C(C(=CC=C2)OC)C)C,37.303252115,126.7681510928,True,살충제,사과굴나방,사과
probenazole+tricyclazole,Low Toxicity (IV),Rank III,0.01,0.0625,C=CCOC1=NS(=O)(=O)C2=CC=CC=C21.CC1=C2C(=CC=C1)SC3=NN=CN23,37.3834773323,127.1227388669,True,살균제,뿌리혹선충,멜론
benzobicyclon+pretilachlor,Low Toxicity (IV),Rank III,0.01,0.0625,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2=C(C3CCC(C3)C2=O)SC4=CC=CC=C4)Cl.CCCOCCN(C1=C(C=CC=C1CC)CC)C(=O)CCl,37.3038691408,126.7673552476,True,제초제,"일년생잡초(피,물달개비,가막사리,사마귀풀,자귀풀,여뀌바늘)",기계이앙벼(어린모)
imidacloprid,Low Toxicity (IV),Rank III,0.01,0.0625,C1CN(C(=N[N+](=O)[O-])N1)CC2=CN=C(C=C2)Cl,37.4005799752,127.1068799859,True,살충제,사과혹진딧물,사과
carbosulfan+methoxyfenozide,Low Toxicity (IV),Rank III,0.01,0.0625,CCCCN(CCCC)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C.CC1=CC(=CC(=C1)C(=O)N(C(C)(C)C)NC(=O)C2=C(C(=CC=C2)OC)C)C,37.3834691837,127.1226706167,True,살충제,이화명나방(2화기),벼
cadusafos,Avg Toxicity (III),Rank I,0.1,1.0,CCC(C)SP(=O)(OCC)SC(C)CC,37.3834691837,127.1226706167,True,살충제,뿌리혹선충,수박(복수박포함)
glyphosate-potassium,Low Toxicity (IV),Rank III,0.01,0.0625,C(C(=O)O)NCP(=O)(O)[O-].[K+],37.3834691837,127.1226706167,True,제초제,일년생잡초,감귤
dithianon,Low Toxicity (IV),Rank I,0.01,1.0,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)SC(=C(S3)C#N)C#N,37.3834773323,127.1227388669,True,살균제,세균성구멍병,복숭아
Polyoxy ethylene alkylarylether+Sodium ligno sulfonate,Low Toxicity (IV),Rank III,0.01,0.0625,[SMILES_NOT_FOUND: Polyoxy ethylene alkylarylether].[SMILES_NOT_FOUND: Sodium ligno sulfonate],37.3038691408,126.7673552476,False,기타,농약보조제,모든 작물
carfentrazone-ethyl+thiobencarb,Low Toxicity (IV),Rank III,0.01,0.0625,CCOC(=O)C(CC1=CC(=C(C=C1Cl)F)N2C(=O)N(C(=N2)C)C(F)F)Cl.CCN(CC)C(=O)SCC1=CC=C(C=C1)Cl,37.3038691408,126.7673552476,True,제초제,"일년생잡초(피,물달개비,밭뚝외풀,사마귀풀,자귀풀,여뀌바늘,알방동사니)",기계이앙벼(어린모)
tricyclazole+validamycin-a,Low Toxicity (IV),Rank III,0.01,0.0625,CC1=C2C(=CC=C1)SC3=NN=CN23.C1C(C(C(C(C1NC2C=C(C(C(C2O)O)O)CO)O)O)OC3C(C(C(C(O3)CO)O)O)O)CO,37.3834691837,127.1226706167,True,살균제,목도열병(무인항공기),벼
bacillus subtilis gb 0365,Low Toxicity (IV),Rank III,0.01,0.0625,[SMILES_NOT_FOUND: bacillus subtilis gb 0365],37.7353191673,126.7775690513,False,살균제,피티움마름병,잔디
bifenthrin+indoxacarb,Low Toxicity (IV),Rank I,0.01,1.0,CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl.COC(=O)C12CC3=C(C1=NN(CO2)C(=O)N(C4=CC=C(C=C4)OC(F)(F)F)C(=O)OC)C=CC(=C3)Cl,37.3834691837,127.1226706167,True,살충제,복숭아순나방,사과
dimethenamid-p+pendimethalin,Low Toxicity (IV),Rank II,0.01,0.25,CC1=CSC(=C1N(C(C)COC)C(=O)CCl)C.CCC(CC)NC1=C(C=C(C(=C1[N+](=O)[O-])C)C)[N+](=O)[O-],37.303252115,126.7681510928,True,제초제,일년생잡초,마늘
etofenprox+fenobucarb,Low Toxicity (IV),Rank III,0.01,0.0625,CCOC1=CC=C(C=C1)C(C)(C)COCC2=CC(=CC=C2)OC3=CC=CC=C3.CCC(C)C1=CC=CC=C1OC(=O)NC,37.303252115,126.7681510928,True,살충제,먹노린재,벼
chlorfenapyr+clothianidin,Avg Toxicity (III),Rank I,0.1,1.0,CCOCN1C(=C(C(=C1C(F)(F)F)Br)C#N)C2=CC=C(C=C2)Cl.CNC(=N[N+](=O)[O-])NCC1=CN=C(S1)Cl,37.303252115,126.7681510928,True,살충제,배추좀나방,배추
chlorothalonil+kresoxim-methyl,Low Toxicity (IV),Rank I,0.01,1.0,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl.CC1=CC=CC=C1OCC2=CC=CC=C2C(=NOC)C(=O)OC,37.3834691837,127.1226706167,True,살균제,탄저병,사과
chlorothalonil+difenoconazole,Low Toxicity (IV),Rank I,0.01,1.0,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl.CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,37.3834691837,127.1226706167,True,살균제,점무늬병,인삼
dimethomorph+metalaxyl-m,Low Toxicity (IV),Rank III,0.01,0.0625,COC1=C(C=C(C=C1)C(=CC(=O)N2CCOCC2)C3=CC=C(C=C3)Cl)OC.CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC,37.303252115,126.7681510928,True,살균제,역병,고추
dithianon+metalaxyl-m,Low Toxicity (IV),Rank I,0.01,1.0,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)SC(=C(S3)C#N)C#N.CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC,37.303252115,126.7681510928,True,살균제,역병,고추
